id,title,release_date,runtime,genres,overview,vote_average,vote_count,cast,director,keywords,soup,sentiment_score
1611398,Un hombre por semana,2026-01-08,97,"Comedy, Romance, Drama",A divorced woman reconstructs her life and opens herself to love. Her search for dating apps takes her through fun and unpredictable moments to discover self-love.,6.471,17,"Ana de la Reguera, Roberto Quijano, Carlos 'Capi' Pérez",Marco Polo Constandse,"amused, mexican comedy","Comedy Romance Drama amused mexican comedy AnadelaReguera,RobertoQuijano,Carlos'Capi'Pérez MarcoPoloConstandse",0.21111111111111114
1637319,Hannah Montana 20th Anniversary Special,2026-03-23,59,"Documentary, Family, Music","Filmed in front of a live studio audience and hosted by Alex Cooper of 'Call Her Daddy' fame, Miley Cyrus reflects on the creation and impact of the series, with never-before-seen archival footage, and some of the show's most memorable sets will be 'brought back to life' — including the Stewart family living room and the legendary Hannah Montana closet.",8.1,29,"Miley Cyrus, Alex Cooper, Tish Cyrus",Sam Wrench,"behind the scenes, live studio audience, tv special, tv show, live musical performance, anniversary concert","Documentary Family Music behind the scenes live studio audience tv special tv show live musical performance anniversary concert MileyCyrus,AlexCooper,TishCyrus SamWrench",0.42727272727272725
438631,Dune,2021-09-15,155,"Science Fiction, Adventure","Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",7.8,14615,"Timothée Chalamet, Rebecca Ferguson, Oscar Isaac",Denis Villeneuve,"empire, future, army, based on novel or book, prophecy, dystopia, emperor, sand, spice, chosen one, hallucinogen, treason, baron, revenge, premonition, betrayal, space, water shortage, creature, desert, knife fight, destiny, giant worm, space opera, sand dune, messiah, mother son relationship, giant creature, grand, complicated, areia, dune","Science Fiction Adventure empire future army based on novel or book prophecy dystopia emperor sand spice chosen one hallucinogen treason baron revenge premonition betrayal space water shortage creature desert knife fight destiny giant worm space opera sand dune messiah mother son relationship giant creature grand complicated areia dune TimothéeChalamet,RebeccaFerguson,OscarIsaac DenisVilleneuve",0.3
122,The Lord of the Rings: The Return of the King,2003-12-17,201,"Adventure, Fantasy, Action","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",8.495,26218,"Elijah Wood, Ian McKellen, Viggo Mortensen",Peter Jackson,"army, based on novel or book, elves, dwarf, magic, kingdom, obsession, bravery, castle, volcano, giant spider, sequel, honor, king, brutality, madness, split personality, fantasy world, wizard, epic battle, journey, ring, mysterious, quest, live action and animation, hero's journey, high fantasy, wraith, sword and sorcery, power madness, great war, trekking, cautionary, good versus evil, sword making, war, suspenseful, complicated, winged creatures, armies","Adventure Fantasy Action army based on novel or book elves dwarf magic kingdom obsession bravery castle volcano giant spider sequel honor king brutality madness split personality fantasy world wizard epic battle journey ring mysterious quest live action and animation hero's journey high fantasy wraith sword and sorcery power madness great war trekking cautionary good versus evil sword making war suspenseful complicated winged creatures armies ElijahWood,IanMcKellen,ViggoMortensen PeterJackson",0.01705128205128204
155,The Dark Knight,2008-07-16,152,"Action, Crime, Thriller","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",8.5,35375,"Christian Bale, Heath Ledger, Aaron Eckhart",Christopher Nolan,"sadism, chaos, secret identity, crime fighter, superhero, anti hero, scarecrow, based on comic, vigilante, organized crime, tragic hero, anti villain, criminal mastermind, district attorney, super power, super villain, neo-noir, bold","Action Crime Thriller sadism chaos secret identity crime fighter superhero anti hero scarecrow based on comic vigilante organized crime tragic hero anti villain criminal mastermind district attorney super power super villain neo-noir bold ChristianBale,HeathLedger,AaronEckhart ChristopherNolan",0.02499999999999998
1191876,From the Ashes,2027-06-01,92,Drama,"Jailed for her husband's crime, a woman discovers that her only way out is to solve riddles from her mysterious past.",0.0,0,"Jeanne Neilson, Paul du Toit, Syreeta Banks",Jeremy Wiles,"riddle, false imprisonment, independent film","Drama riddle false imprisonment independent film JeanneNeilson,PaulduToit,SyreetaBanks JeremyWiles",-0.08333333333333333
225914,Spider-Man,1977-09-14,92,"Science Fiction, Action, Crime, TV Movie","When an extortionist threatens to force a multi-suicide unless a huge ransom is paid, only Peter Parker can stop him with his new powers as Spider-Man.",6.3,207,"Nicholas Hammond, David White, Michael Pataki",E.W. Swackhamer,"mind control, photographer, secret identity, superhero, cult, alter ego, crime spree, tv pilot, laboratory accident","Science Fiction Action Crime TV Movie mind control photographer secret identity superhero cult alter ego crime spree tv pilot laboratory accident NicholasHammond,DavidWhite,MichaelPataki E.W.Swackhamer",0.1787878787878788
227156,The Giver,2014-08-13,97,"Drama, Science Fiction","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",6.558,4601,"Jeff Bridges, Meryl Streep, Brenton Thwaites",Phillip Noyce,"new love, based on novel or book, dystopia, anti conformity, memory, alternative reality, color, 2040s, based on young adult novel","Drama Science Fiction new love based on novel or book dystopia anti conformity memory alternative reality color 2040s based on young adult novel JeffBridges,MerylStreep,BrentonThwaites PhillipNoyce",0.41250000000000003
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,179,"Adventure, Fantasy, Action","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",8.429,27207,"Elijah Wood, Ian McKellen, Viggo Mortensen",Peter Jackson,"based on novel or book, elves, dwarf, magic, obsession, bravery, fireworks, mine, maze, mountain, castle, birthday party, troll, battle, demon, blizzard, uncle nephew relationship, fantasy world, journey, ring, invisibility, mysterious, live action and animation, hero's journey, wraith, sword and sorcery, trekking, good versus evil, inspirational, complicated, optimistic","Adventure Fantasy Action based on novel or book elves dwarf magic obsession bravery fireworks mine maze mountain castle birthday party troll battle demon blizzard uncle nephew relationship fantasy world journey ring invisibility mysterious live action and animation hero's journey wraith sword and sorcery trekking good versus evil inspirational complicated optimistic ElijahWood,IanMcKellen,ViggoMortensen PeterJackson",-0.06666666666666667
117878,Kiss at Pine Lake,2012-05-19,105,"TV Movie, Romance","A boy and a girl fall in love during summer camp and promise to stay in touch, but they don't. Fifteen years later they meet again in the same camp under very different circumstances. What will happen to the camp and will they try again?",5.9,47,"Diana Bang, Victoria Bidewell, Sarah Desjardins",Michael M. Scott,"summer camp, investor, financial problem, childhood sweethearts, hallmark, business manager, property developer","TV Movie Romance summer camp investor financial problem childhood sweethearts hallmark business manager property developer DianaBang,VictoriaBidewell,SarahDesjardins MichaelM.Scott",0.125
991494,The SpongeBob Movie: Search for SquarePants,2025-12-16,88,"Animation, Family, Comedy, Adventure, Fantasy","Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before.",6.8,243,"Tom Kenny, Clancy Brown, Rodger Bumpass",Derek Drymon,"based on cartoon, pirate, based on tv series, casual, underworld, adoring, amused, cheerful, familiar","Animation Family Comedy Adventure Fantasy based on cartoon pirate based on tv series casual underworld adoring amused cheerful familiar TomKenny,ClancyBrown,RodgerBumpass DerekDrymon",-0.12
1228246,Five Nights at Freddy's 2,2025-12-03,104,"Horror, Thriller","One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",6.685,831,"Josh Hutcherson, Piper Rubio, Elizabeth Lail",Emma Tammi,"killer robot, pizzeria, sequel, serial killer, security guard, based on video game, theme park, dead children, aftercreditsstinger, duringcreditsstinger, haunted attractions, night guard, animatronic, possessed doll, supernatural horror, ghost child, slasher horror, android horror","Horror Thriller killer robot pizzeria sequel serial killer security guard based on video game theme park dead children aftercreditsstinger duringcreditsstinger haunted attractions night guard animatronic possessed doll supernatural horror ghost child slasher horror android horror JoshHutcherson,PiperRubio,ElizabethLail EmmaTammi",-0.06666666666666668
1278126,Mooseltoe,2021-11-24,58,"Family, Music","Mooseltoe, the Moose with a Dream, and his friends come to life in this colorful, magical and whimsical musical tale. Follow our hero as he pursues his seemingly impossible dream while learning many valuable lessons along the way - lessons which are important for us all. Al Roker narrates the story while celebrities from Broadway, TV, and the movies provide the voices of Mooseltoe and his friends in this charming production.",0.0,0,"Al Roker, Norm Lewis, Faith Prince",Jim Semmelman,,"Family Music  AlRoker,NormLewis,FaithPrince JimSemmelman",0.15416666666666667
1262,Stranger Than Fiction,2006-11-10,113,"Drama, Comedy, Romance, Fantasy",Harold Crick is a lonely IRS agent whose mundane existence is transformed when he hears a mysterious voice narrating his life.,7.284,2490,"Will Ferrell, Maggie Gyllenhaal, Dustin Hoffman",Marc Forster,"literature, professor, writer's block, love, fate, author, death, dying, novelist, publisher, what if, introspective, book, narrator, assertive, derisive, dignified, relógio, ônibus","Drama Comedy Romance Fantasy literature professor writer's block love fate author death dying novelist publisher what if introspective book narrator assertive derisive dignified relógio ônibus WillFerrell,MaggieGyllenhaal,DustinHoffman MarcForster",-0.08888888888888886
1367642,Reminders of Him,2026-03-11,114,"Romance, Drama","When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",7.061,66,"Maika Monroe, Tyriq Withers, Rudy Pankow",Vanessa Caswill,"wyoming, usa, based on novel or book, loss of loved one, release from prison, mistake, car accident, second chance, ex-con, child custody, return to hometown, romantic drama, cliché, forgiveness and reconciliation","Romance Drama wyoming usa based on novel or book loss of loved one release from prison mistake car accident second chance ex-con child custody return to hometown romantic drama cliché forgiveness and reconciliation MaikaMonroe,TyriqWithers,RudyPankow VanessaCaswill",-0.028571428571428574
429617,Spider-Man: Far From Home,2019-06-28,129,"Action, Adventure, Science Fiction","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",7.396,16774,"Tom Holland, Jake Gyllenhaal, Samuel L. Jackson",Jon Watts,"venice, italy, secret identity, superhero, school trip, europe, based on comic, sequel, destruction, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), masked superhero, tower of london, teen superhero","Action Adventure Science Fiction venice italy secret identity superhero school trip europe based on comic sequel destruction aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) masked superhero tower of london teen superhero TomHolland,JakeGyllenhaal,SamuelL.Jackson JonWatts",0.3
12405,Slumdog Millionaire,2008-11-12,121,"Drama, Romance","A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",7.7,11202,"Dev Patel, Freida Pinto, Madhur Mittal",Danny Boyle,"based on novel or book, slum, cheating, suspicion, mumbai (bombay), india, game show, quiz, orphan, duringcreditsstinger, taj mahal, india, defiant","Drama Romance based on novel or book slum cheating suspicion mumbai (bombay) india game show quiz orphan duringcreditsstinger taj mahal india defiant DevPatel,FreidaPinto,MadhurMittal DannyBoyle",0.2
181808,Star Wars: The Last Jedi,2017-12-13,152,"Adventure, Action, Science Fiction","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",6.756,16172,"Mark Hamill, Carrie Fisher, Adam Driver",Rian Johnson,"bunker, space battle, defeat, failure, sequel, blunt, space opera, military operation, star wars","Adventure Action Science Fiction bunker space battle defeat failure sequel blunt space opera military operation star wars MarkHamill,CarrieFisher,AdamDriver RianJohnson",0.19318181818181818
950396,The Gorge,2025-02-13,128,"Romance, Science Fiction, Thriller","Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",7.619,3528,"Miles Teller, Anya Taylor-Joy, Sigourney Weaver",Scott Derrickson,"canyon, fog, romance, tower, elite sniper, snipers, long-term observation","Romance Science Fiction Thriller canyon fog romance tower elite sniper snipers long-term observation MilesTeller,AnyaTaylor-Joy,SigourneyWeaver ScottDerrickson",-0.21
872585,Oppenheimer,2023-07-19,181,"Drama, History",The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,8.034,11512,"Cillian Murphy, Emily Blunt, Matt Damon",Christopher Nolan,"husband wife relationship, based on novel or book, atomic bomb, patriotism, new mexico, world war ii, atomic bomb test, physics, biography, based on true story, antisemitism, interrogation, guilt, historical event, nuclear weapons, communism, red scare, mccarthyism, top secret project, moral dilemma, usa politics, 1940s, 20th century, manhattan project, los alamos","Drama History husband wife relationship based on novel or book atomic bomb patriotism new mexico world war ii atomic bomb test physics biography based on true story antisemitism interrogation guilt historical event nuclear weapons communism red scare mccarthyism top secret project moral dilemma usa politics 1940s 20th century manhattan project los alamos CillianMurphy,EmilyBlunt,MattDamon ChristopherNolan",0.0
171776,Sparks,2013-03-01,90,"Action, Thriller",A masked vigilante who discovers the dark side to heroism. Going after the nation's most notorious super criminal leaves Sparks' life and reputation in ruins.,4.8,101,"Chase Williamson, Ashley Bell, Clancy Brown",Todd Burrows,"superhero, based on comic, based on graphic novel, pulp, neo-noir","Action Thriller superhero based on comic based on graphic novel pulp neo-noir ChaseWilliamson,AshleyBell,ClancyBrown ToddBurrows",0.026666666666666665
244458,The Voices,2014-01-19,104,"Comedy, Crime, Horror, Fantasy","A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",6.25,1881,"Ryan Reynolds, Gemma Arterton, Anna Kendrick",Marjane Satrapi,"serial killer, psychiatrist, killer, evil, woman director","Comedy Crime Horror Fantasy serial killer psychiatrist killer evil woman director RyanReynolds,GemmaArterton,AnnaKendrick MarjaneSatrapi",-0.1
582793,Cradle,2016-07-23,15,Science Fiction,"Eade is a fourteen year old girl who has spent her entire life on the spaceship Cradle. Eade and her dad are on the return journey to Earth when an explosion cripples the craft and seriously injures her father. As the clock counts down to self-destruction Cradle’s computer, System, assumes control of the ship and refuses to perform the life saving medical procedure that her father desperately needs. Whilst trying to outwit System to save her dad, Eade discovers the shocking truth of her existence and must face her uncertain future armed with the knowledge that her life in space is not as it seems.",0.0,0,"Jacqueline Joe, Matthew Sunderland, Rachel House",Damon Duncan,"teenage girl, cradle, short film","Science Fiction teenage girl cradle short film JacquelineJoe,MatthewSunderland,RachelHouse DamonDuncan",-0.23209876543209873
1061474,Superman,2025-07-09,130,"Science Fiction, Adventure, Action","Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",7.349,4511,"David Corenswet, Rachel Brosnahan, Nicholas Hoult",James Gunn,"superhero, based on comic, super power, aftercreditsstinger, duringcreditsstinger, supervillain, dc universe (dcu), anti-imperialism, excited","Science Fiction Adventure Action superhero based on comic super power aftercreditsstinger duringcreditsstinger supervillain dc universe (dcu) anti-imperialism excited DavidCorenswet,RachelBrosnahan,NicholasHoult JamesGunn",0.0
597,Titanic,1997-12-18,194,"Drama, Romance","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",7.9,26922,"Leonardo DiCaprio, Kate Winslet, Billy Zane",James Cameron,"ship, soulmates, shipwreck, atlantic ocean, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, tragedy, tragic love, historical fiction, class differences, love affair, historical event, sinking ship, rich snob, tragic romance, disaster movie, 1910s","Drama Romance ship soulmates shipwreck atlantic ocean evacuation iceberg titanic forbidden love ocean liner based on true story rich woman poor man tragedy tragic love historical fiction class differences love affair historical event sinking ship rich snob tragic romance disaster movie 1910s LeonardoDiCaprio,KateWinslet,BillyZane JamesCameron",0.35
27205,Inception,2010-07-15,148,"Action, Science Fiction, Adventure","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",8.4,38886,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe",Christopher Nolan,"mission, dreams, kidnapping, spy, allegory, intellectual, manipulation, heist, memory, dream world, subconscious, complex, dramatic, complicated, excited, high concept, dream","Action Science Fiction Adventure mission dreams kidnapping spy allegory intellectual manipulation heist memory dream world subconscious complex dramatic complicated excited high concept dream LeonardoDiCaprio,JosephGordon-Levitt,KenWatanabe ChristopherNolan",-0.011111111111111108
512850,Ošklivá princezna,1999-10-17,0,"Family, Fantasy, TV Movie","A fairy-tale comedy about how a king decided to marry off both of his daughters on the same day. Princess Zlata is a true beauty who has no shortage of suitors. Princess Pepička is less fortunate, as fate has blessed her with a good heart and a sharp mind, but has been stingy with beauty. And so the king decided to marry off his adult daughters at the same time and hold both weddings together.",0.0,0,"Viktor Preiss, Lenka Vlasáková, Sabina Laurinová",Miroslav Sobota,based on children's book,"Family Fantasy TV Movie based on children's book ViktorPreiss,LenkaVlasáková,SabinaLaurinová MiroslavSobota",0.15729166666666666
693134,Dune: Part Two,2024-02-27,167,"Science Fiction, Adventure","Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",8.131,7681,"Timothée Chalamet, Zendaya, Rebecca Ferguson",Denis Villeneuve,"based on novel or book, sandstorm, chosen one, romance, tragedy, distant future, tragic hero, creature, planet, desert, destiny, giant worm, space opera, sand dune, allegorical, messiah, fall from grace, vengeance, religious allegory, giant creature, power, ambiguous, antagonistic, exuberant, melodramatic, areia, dune","Science Fiction Adventure based on novel or book sandstorm chosen one romance tragedy distant future tragic hero creature planet desert destiny giant worm space opera sand dune allegorical messiah fall from grace vengeance religious allegory giant creature power ambiguous antagonistic exuberant melodramatic areia dune TimothéeChalamet,Zendaya,RebeccaFerguson DenisVilleneuve",-0.125
19995,Avatar,2009-12-16,162,"Action, Adventure, Science Fiction","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",7.6,33652,"Sam Worthington, Zoe Saldaña, Sigourney Weaver",James Cameron,"paraplegic, attachment to nature, culture clash, indigenous, space travel, space colony, tribe, alien planet, distant future, marine, battle, love affair, scientist, nature, native peoples, power relations, tribal customs, tribal people, tribal chief, cryonics, spiritual community, 22nd century, save the planet, racial discrimination, soldiers, awestruck, bold, exhilarated","Action Adventure Science Fiction paraplegic attachment to nature culture clash indigenous space travel space colony tribe alien planet distant future marine battle love affair scientist nature native peoples power relations tribal customs tribal people tribal chief cryonics spiritual community 22nd century save the planet racial discrimination soldiers awestruck bold exhilarated SamWorthington,ZoeSaldaña,SigourneyWeaver JamesCameron",0.041666666666666664
533533,TRON: Ares,2025-10-08,119,"Science Fiction, Adventure, Action","A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",6.481,1288,"Jared Leto, Greta Lee, Evan Peters",Joachim Rønning,"artificial intelligence (a.i.), computer program, simulation, computer simulation, sequel, business rivalry, real world, absurd, digital world","Science Fiction Adventure Action artificial intelligence (a.i.) computer program simulation computer simulation sequel business rivalry real world absurd digital world JaredLeto,GretaLee,EvanPeters JoachimRønning",0.06999999999999999
10950,I Am Sam,2001-12-28,132,Drama,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",7.563,2462,"Sean Penn, Michelle Pfeiffer, Dianne Wiest",Jessie Nelson,"mentally disabled, foster parents, lawyer, pro bono, social services, coffee shop manager, pizza hut, children's book, locked door, child custody, woman director, father daughter relationship, neurodiversity","Drama mentally disabled foster parents lawyer pro bono social services coffee shop manager pizza hut children's book locked door child custody woman director father daughter relationship neurodiversity SeanPenn,MichellePfeiffer,DianneWiest JessieNelson",0.55
1362514,House on Eden,2025-07-25,77,Horror,"Paranormal investigators Kris, Celina and their videographer Jay are rerouted to an abandoned house deep in the woods, where they find themselves facing a force unlike anything they've encountered before. As the night spirals into chaos, missing crew members and eerie phenomena hint at an ancient, malevolent presence watching their every move.",4.8,40,"Kris Collins, Celina Myers, Jason-Christopher Mayer",Kris Collins,"abandoned house, woods, paranormal investigation, found footage, hopeless, supernatural horror, evil spirits, pathetic","Horror abandoned house woods paranormal investigation found footage hopeless supernatural horror evil spirits pathetic KrisCollins,CelinaMyers,Jason-ChristopherMayer KrisCollins",-0.375
1010581,My Fault,2023-06-08,116,"Drama, Romance, Thriller","Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",7.753,4023,"Nicole Wallace, Gabriel Guevara, Marta Hazas",Domingo González,"first time, forbidden love, stepbrother, female protagonist, underage sex, stepsister, disturbed, based on young adult novel, enemies to lovers, passion and romance, car, disapproving, disgusted, step-sibling romance","Drama Romance Thriller first time forbidden love stepbrother female protagonist underage sex stepsister disturbed based on young adult novel enemies to lovers passion and romance car disapproving disgusted step-sibling romance NicoleWallace,GabrielGuevara,MartaHazas DomingoGonzález",0.2132996632996633
386948,Beautiful Brazil,1952-02-29,8,Documentary,"We start in Rio de Janeiro, with the statue of Cristo Redentor on Mount Corcovado, the avenue along the beach, the beauty of an historic city, and the landmark, Sugarloaf. Brazil's 47 million people celebrate racial diversity. From the Copacabana, we travel 40 miles to a resort, Quitandinha, where President Truman spoke. Then it's on to Sao Paulo, a modern, industrial city, and finally to the spectacular waterfalls of Iguazu on the border between Brazil and Argentina.",0.0,0,James A. FitzPatrick,Unknown,"rio de janeiro, sao paulo, brazil, copacabana, travelogue, iguazu, brazil",Documentary rio de janeiro sao paulo brazil copacabana travelogue iguazu brazil JamesA.FitzPatrick Unknown,0.2
557,Spider-Man,2002-05-01,121,"Action, Science Fiction","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",7.322,20439,"Tobey Maguire, Willem Dafoe, Kirsten Dunst",Sam Raimi,"new york city, adolescence, photographer, loss of loved one, photography, secret identity, hostility, superhero, spider, bad boss, villain, based on comic, teenage boy, teenage love, evil, super villain, taking responsibility","Action Science Fiction new york city adolescence photographer loss of loved one photography secret identity hostility superhero spider bad boss villain based on comic teenage boy teenage love evil super villain taking responsibility TobeyMaguire,WillemDafoe,KirstenDunst SamRaimi",0.4200000000000001
46563,Saratoga Trunk,1945-11-21,135,"Drama, Romance, Western",An opportunistic Texas gambler and the exiled Creole daughter of an aristocratic family join forces to achieve justice from the society that has ostracized them.,5.7,15,"Gary Cooper, Ingrid Bergman, Flora Robson",Sam Wood,"revenge, gambler, creole","Drama Romance Western revenge gambler creole GaryCooper,IngridBergman,FloraRobson SamWood",0.0
1424965,Ice Skater,2026-02-24,83,"Drama, Thriller","A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.",5.2,13,"Thea Sofie Loch Næss, Nikos Koukas, Mimi Roivainen",Taavi Vartia,"lost at sea, ice skater, arctic survival","Drama Thriller lost at sea ice skater arctic survival TheaSofieLochNæss,NikosKoukas,MimiRoivainen TaaviVartia",0.0
932852,Six Coups,2014-09-04,5,"Thriller, Animation",An interesting assembly of people decides to play a deadly game of greed for a suitcase full of money.,6.0,1,,Myriam Aguiriano,"russian roulette, suitcase full of money, revolver, short film, 3d animation",Thriller Animation russian roulette suitcase full of money revolver short film 3d animation  MyriamAguiriano,0.15
657599,O ľuďoch a čarodejníkoch,1999-01-01,0,"Family, Fantasy","A fairytale story in which love and humanity are not just words, but become a force that words cannot describe. You won't find three identical stars in the sky, three identical stones on the earth, nor three identical beings among the wizards - the old and wise Habra, the suggestive Hobrix and the beautiful Harex watched over an imperfect, emotion-ridden human race until malice and love entered their lives as well.",0.0,0,"Naďa Kotršová, Ivo Gogál, Ivana Christová",Oľga Keleová,fairy tale,"Family Fantasy fairy tale NaďaKotršová,IvoGogál,IvanaChristová OľgaKeleová",0.44166666666666665
299534,Avengers: Endgame,2019-04-24,181,"Adventure, Science Fiction, Action","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",8.2,27399,"Robert Downey Jr., Chris Evans, Mark Ruffalo",Joe Russo,"superhero, time travel, space travel, time machine, based on comic, sequel, alien invasion, superhero team, marvel cinematic universe (mcu), alternate timeline, father daughter relationship, sister sister relationship, excited, vibrant","Adventure Science Fiction Action superhero time travel space travel time machine based on comic sequel alien invasion superhero team marvel cinematic universe (mcu) alternate timeline father daughter relationship sister sister relationship excited vibrant RobertDowneyJr.,ChrisEvans,MarkRuffalo JoeRusso",-0.27999999999999997
72824,Star Knight,1985-12-20,90,"Fantasy, Science Fiction","A medieval alchemist (Klaus Kinski), knight (Harvey Keitel) and priest (Fernando Rey) mistake a flying-saucer alien for a dragon.",4.1,35,"Klaus Kinski, Harvey Keitel, Fernando Rey",Fernando Colomo,"romance, alien, medieval","Fantasy Science Fiction romance alien medieval KlausKinski,HarveyKeitel,FernandoRey FernandoColomo",-0.125
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,99,"Animation, Action, Romance, Fantasy","In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",8.3,770,"Kikunosuke Toya, Reina Ueda, Tomori Kusunoki",Tatsuya Yoshihara,"regret, fight, identity, supernatural, affectation, manipulation, secret organization, gore, sequel, tragedy, loneliness, chainsaw, based on manga, demon, adult animation, star crossed lovers, tragic romance, shounen, anime, dark romance, urban fantasy, tragic","Animation Action Romance Fantasy regret fight identity supernatural affectation manipulation secret organization gore sequel tragedy loneliness chainsaw based on manga demon adult animation star crossed lovers tragic romance shounen anime dark romance urban fantasy tragic KikunosukeToya,ReinaUeda,TomoriKusunoki TatsuyaYoshihara",-0.19374999999999998
